time,round,veh_id,rsu_id,veh_x,veh_y,dist
243.0,24,veh6,rsu_1,554.33,1069.79,144.95
243.0,24,veh8,rsu_2,417.88,649.91,99.48
244.0,24,veh5,rsu_0,359.77,857.03,5.0
244.0,24,veh6,rsu_1,552.86,1067.54,147.26
244.0,24,veh8,rsu_2,423.71,654.15,92.57
245.0,24,veh5,rsu_0,354.48,845.22,15.89
245.0,24,veh6,rsu_1,551.86,1066.0,148.85
245.0,24,veh8,rsu_2,429.1,658.08,86.23
246.0,24,veh5,rsu_0,349.82,834.82,27.01
246.0,24,veh8,rsu_2,434.48,662.0,79.94
247.0,24,veh5,rsu_0,346.98,828.55,33.82
247.0,24,veh8,rsu_2,439.92,665.97,73.66
248.0,24,veh5,rsu_0,340.86,823.44,40.7
248.0,24,veh8,rsu_2,445.39,669.95,67.42
249.0,24,veh5,rsu_0,333.04,824.8,43.18
249.0,24,veh8,rsu_2,450.62,673.77,61.56
250.0,25,veh5,rsu_0,325.74,827.46,45.58
250.0,25,veh8,rsu_2,456.69,677.44,55.02
251.0,25,veh5,rsu_0,318.23,830.2,49.22
251.0,25,veh8,rsu_2,462.4,679.48,49.13
252.0,25,veh5,rsu_0,310.91,832.86,53.68
252.0,25,veh8,rsu_2,468.9,681.92,42.46
253.0,25,veh5,rsu_0,302.46,835.94,59.69
253.0,25,veh8,rsu_2,475.33,683.49,35.99
254.0,25,veh5,rsu_0,294.71,838.77,65.8
254.0,25,veh8,rsu_2,482.45,685.22,28.88
255.0,25,veh5,rsu_0,286.86,841.63,72.43
255.0,25,veh8,rsu_2,489.46,686.01,21.94
256.0,25,veh5,rsu_0,279.4,844.39,79.02
256.0,25,veh8,rsu_2,495.74,686.51,15.76
257.0,25,veh5,rsu_0,271.39,847.67,86.3
257.0,25,veh8,rsu_2,502.55,686.61,9.12
258.0,25,veh5,rsu_0,264.2,850.57,93.04
258.0,25,veh8,rsu_2,506.97,685.69,4.63
259.0,25,veh5,rsu_0,256.67,853.54,100.27
259.0,25,veh8,rsu_2,507.89,685.47,3.68
260.0,26,veh5,rsu_0,248.4,856.79,108.34
260.0,26,veh8,rsu_2,508.02,685.44,3.56
261.0,26,veh5,rsu_0,241.2,859.62,115.47
261.0,26,veh8,rsu_2,508.06,685.43,3.51
262.0,26,veh5,rsu_0,233.23,862.76,123.44
262.0,26,veh8,rsu_2,508.06,685.42,3.51
263.0,26,veh5,rsu_0,224.84,865.56,131.9
263.0,26,veh8,rsu_2,508.07,685.42,3.51
264.0,26,veh5,rsu_0,216.91,867.92,139.92
264.0,26,veh8,rsu_2,508.07,685.42,3.51
265.0,26,veh5,rsu_0,208.52,870.41,148.44
265.0,26,veh8,rsu_2,508.07,685.42,3.51
266.0,26,veh8,rsu_2,508.07,685.42,3.51
267.0,26,veh8,rsu_2,509.42,685.03,2.12
268.0,26,veh8,rsu_2,512.86,683.95,1.56
269.0,26,veh8,rsu_2,517.12,680.78,6.68
270.0,27,veh8,rsu_2,521.29,675.47,13.19
271.0,27,veh10,rsu_0,293.3,727.8,147.46
271.0,27,veh8,rsu_2,525.56,670.03,20.02
272.0,27,veh10,rsu_0,299.6,739.48,134.21
272.0,27,veh8,rsu_2,529.43,664.66,26.57
273.0,27,veh10,rsu_0,305.46,751.01,121.28
273.0,27,veh8,rsu_2,533.0,659.67,32.66
274.0,27,veh10,rsu_0,311.19,762.28,108.64
274.0,27,veh8,rsu_2,537.09,654.34,39.37
275.0,27,veh10,rsu_0,317.08,773.93,95.6
275.0,27,veh8,rsu_2,540.95,649.3,45.7
276.0,27,veh10,rsu_0,323.09,785.84,82.28
276.0,27,veh8,rsu_2,544.79,644.29,52.01
277.0,27,veh10,rsu_0,329.23,798.02,68.65
277.0,27,veh8,rsu_2,548.8,639.07,58.58
278.0,27,veh10,rsu_0,334.78,809.75,55.68
278.0,27,veh8,rsu_2,552.77,633.88,65.11
279.0,27,veh10,rsu_0,340.2,821.41,42.83
279.0,27,veh8,rsu_2,556.55,628.97,71.31
280.0,28,veh10,rsu_0,345.44,832.88,30.23
280.0,28,veh8,rsu_2,560.5,623.81,77.8
281.0,28,veh10,rsu_0,350.83,844.9,17.08
281.0,28,veh8,rsu_2,564.43,618.68,84.26
282.0,28,veh10,rsu_0,355.41,855.13,5.95
282.0,28,veh8,rsu_2,568.5,613.37,90.95
283.0,28,veh10,rsu_0,358.55,862.13,2.23
283.0,28,veh8,rsu_2,572.96,607.56,98.28
284.0,28,veh10,rsu_0,360.28,865.98,6.2
284.0,28,veh8,rsu_2,577.01,602.29,104.92
285.0,28,veh10,rsu_0,360.3,866.03,6.25
285.0,28,veh8,rsu_2,580.83,597.26,111.23
286.0,28,veh10,rsu_0,360.3,866.03,6.25
286.0,28,veh8,rsu_2,585.12,591.61,118.33
287.0,28,veh10,rsu_0,360.3,866.03,6.25
287.0,28,veh8,rsu_2,589.11,586.49,124.81
288.0,28,veh10,rsu_0,360.3,866.03,6.25
288.0,28,veh8,rsu_2,592.85,581.68,130.9
289.0,28,veh10,rsu_0,361.38,868.36,8.78
289.0,28,veh8,rsu_2,597.12,576.19,137.86
290.0,29,veh10,rsu_0,363.23,872.24,13.07
290.0,29,veh8,rsu_2,602.76,572.08,144.6
291.0,29,veh10,rsu_0,365.64,877.32,18.67
292.0,29,veh10,rsu_0,368.84,884.06,26.12
293.0,29,veh10,rsu_0,372.9,892.41,35.4
294.0,29,veh10,rsu_0,377.92,902.28,46.47
295.0,29,veh10,rsu_0,383.74,913.7,59.3
296.0,29,veh10,rsu_0,389.74,925.47,72.5
297.0,29,veh10,rsu_0,395.91,937.56,86.08
298.0,29,veh10,rsu_0,402.2,949.78,99.82
299.0,29,veh10,rsu_0,408.26,961.34,112.88
300.0,30,veh10,rsu_0,414.42,972.96,126.03
301.0,30,veh10,rsu_0,420.95,985.22,139.91
310.0,31,veh10,rsu_1,481.84,1089.74,147.15
311.0,31,veh10,rsu_1,489.31,1100.72,133.89
312.0,31,veh10,rsu_1,496.49,1111.27,121.14
313.0,31,veh10,rsu_1,503.65,1121.79,108.43
314.0,31,veh10,rsu_1,511.38,1133.14,94.72
315.0,31,veh10,rsu_1,519.12,1144.52,80.99
316.0,31,veh10,rsu_1,526.86,1155.91,67.26
317.0,31,veh10,rsu_1,533.9,1166.8,54.33
318.0,31,veh10,rsu_1,541.12,1177.96,41.1
319.0,31,veh10,rsu_1,548.02,1188.62,28.51
320.0,32,veh10,rsu_1,555.49,1200.17,15.06
321.0,32,veh10,rsu_1,560.78,1208.35,6.4
322.0,32,veh10,rsu_1,564.25,1213.3,4.8
323.0,32,veh10,rsu_1,565.13,1214.55,5.49
324.0,32,veh10,rsu_1,565.38,1214.91,5.75
325.0,32,veh10,rsu_1,565.52,1215.11,5.9
326.0,32,veh10,rsu_1,565.56,1215.15,5.94
327.0,32,veh10,rsu_1,565.56,1215.16,5.94
328.0,32,veh10,rsu_1,565.56,1215.16,5.94
329.0,32,veh10,rsu_1,565.56,1215.16,5.94
330.0,33,veh10,rsu_1,565.56,1215.16,5.94
331.0,33,veh10,rsu_1,565.56,1215.16,5.94
332.0,33,veh10,rsu_1,565.56,1215.16,5.94
333.0,33,veh10,rsu_1,565.56,1215.16,5.94
334.0,33,veh10,rsu_1,565.56,1215.16,5.94
335.0,33,veh10,rsu_1,565.56,1215.16,5.94
336.0,33,veh10,rsu_1,565.56,1215.16,5.94
337.0,33,veh10,rsu_1,566.86,1216.92,7.56
338.0,33,veh10,rsu_1,569.52,1220.41,11.44
339.0,33,veh10,rsu_1,573.77,1225.56,17.85
340.0,34,veh10,rsu_1,577.92,1232.52,25.56
341.0,34,veh10,rsu_1,582.59,1241.2,35.09
342.0,34,veh10,rsu_1,588.45,1252.1,47.25
343.0,34,veh10,rsu_1,594.78,1264.07,60.64
344.0,34,veh10,rsu_1,601.03,1275.98,73.99
345.0,34,veh10,rsu_1,606.31,1286.04,85.29
346.0,34,veh10,rsu_1,610.03,1293.14,93.27
347.0,34,veh10,rsu_1,611.99,1296.87,97.47
348.0,34,veh10,rsu_1,612.04,1296.97,97.58
349.0,34,veh10,rsu_1,612.04,1296.98,97.59
350.0,35,veh10,rsu_1,612.04,1296.98,97.59
351.0,35,veh10,rsu_1,612.04,1296.98,97.59
352.0,35,veh10,rsu_1,612.04,1296.98,97.59
353.0,35,veh10,rsu_1,612.04,1296.98,97.59
354.0,35,veh10,rsu_1,612.04,1296.98,97.59
355.0,35,veh10,rsu_1,612.04,1296.98,97.59
356.0,35,veh10,rsu_1,613.51,1299.12,100.18
357.0,35,veh10,rsu_1,616.6,1302.21,104.45
358.0,35,veh10,rsu_1,622.95,1304.09,109.58
359.0,35,veh10,rsu_1,631.92,1303.14,114.26
360.0,36,veh10,rsu_1,641.22,1300.58,118.49
361.0,36,veh10,rsu_1,652.1,1297.56,124.19
362.0,36,veh10,rsu_1,665.32,1293.88,132.08
363.0,36,veh10,rsu_1,678.29,1289.94,140.52
364.0,36,veh10,rsu_1,691.37,1285.96,149.8
